customer_id,gender,date,value
1099,0,1/5/17 0:55,397.9
1100,0,1/5/17 1:06,10.89
1101,1,1/5/17 2:50,231.4
1102,0,1/5/17 3:02,292
1103,0,1/5/17 4:38,198
1104,0,1/5/17 4:47,112.6
1105,0,1/5/17 5:29,486.1
1106,0,1/5/17 13:59,324
1107,0,1/5/17 15:32,540.02
1108,0,1/5/17 17:17,496
1109,1,1/5/17 18:00,142
1110,1,1/5/17 18:59,188
1111,0,1/5/17 20:01,356
1112,1,1/5/17 20:03,258
1113,0,1/5/17 21:11,388
1114,1,1/5/17 21:41,324.45
1115,0,1/5/17 21:43,321.4
1116,0,1/5/17 23:21,149
1117,1,1/5/17 23:45,118
1118,1,1/6/17 0:21,89
1119,1,1/6/17 1:05,10
1120,1,1/6/17 1:14,111.52
1121,0,1/6/17 1:17,806
1122,1,1/6/17 1:18,431.15
1123,0,1/6/17 1:20,176.8
1124,0,1/6/17 1:58,10.89
1125,1,1/6/17 2:00,112.6
1126,1,1/6/17 2:36,235.17
1127,1,1/6/17 3:19,403.6
1128,1,1/6/17 4:36,128.5
1129,1,1/6/17 5:48,108
1130,0,1/6/17 6:38,166
1131,0,1/6/17 16:23,168
1132,0,1/6/17 16:28,10
1133,1,1/6/17 16:59,494.68
1134,1,1/6/17 17:25,10
1135,0,1/6/17 17:31,454
1136,1,1/6/17 18:51,98.5
1137,1,1/6/17 19:11,463.82
1138,1,1/6/17 19:55,295.6
1139,1,1/6/17 20:10,460
1140,1,1/6/17 20:27,446
1141,0,1/6/17 20:51,272
1142,1,1/6/17 21:27,187
1075,1,1/6/17 21:33,215.57
1143,1,1/6/17 23:37,2007.19
1144,1,1/6/17 23:54,158.5
1145,1,1/7/17 0:21,480.1
1146,1,1/7/17 2:22,76
1147,0,1/7/17 4:06,199.02
1148,0,1/7/17 4:26,1457.26
1149,0,1/7/17 6:48,100
1023,0,1/7/17 10:43,166
1150,0,1/7/17 12:39,428
1151,1,1/7/17 13:56,10
1152,0,1/7/17 14:17,388.47
1153,1,1/7/17 14:56,10.89
1154,0,1/7/17 15:07,204.36
1155,0,1/7/17 15:57,356
1156,1,1/7/17 16:23,439.64
1157,1,1/7/17 16:32,134
1158,1,1/7/17 16:48,184.15
1159,0,1/7/17 17:09,142
1160,1,1/7/17 18:36,250
1161,1,1/7/17 18:38,400.87
1162,0,1/7/17 18:43,139
1163,0,1/7/17 19:09,182.8
1164,0,1/7/17 19:43,747.5
1165,1,1/7/17 22:41,234
1102,0,1/7/17 23:15,235.6
1166,0,1/7/17 23:26,491.5
1166,0,1/7/17 23:40,278
1167,1,1/7/17 23:50,122.8
1095,1,1/8/17 0:17,284.8
1168,1,1/8/17 0:41,193.8
1169,1,1/8/17 1:07,248
1170,0,1/8/17 1:17,757.8
1171,0,1/8/17 2:07,316.3
1172,0,1/8/17 4:39,148
1173,1,1/8/17 14:36,206
1174,1,1/8/17 15:57,278.2
1175,0,1/8/17 16:27,253.91
1176,1,1/8/17 16:48,281.3
1177,1,1/8/17 17:46,339.6
1178,0,1/8/17 18:37,926.92
1179,1,1/8/17 19:02,182.8
1180,0,1/8/17 20:13,10.8
1181,1,1/8/17 21:47,165.2
1182,1,1/8/17 22:19,197
1183,0,1/8/17 22:52,592
1184,1,1/8/17 23:16,83.5
1127,1,1/8/17 23:44,10
1185,1,1/9/17 0:12,78
1186,0,1/9/17 1:08,550
1187,1,1/9/17 1:36,143.65
1188,1,1/9/17 2:32,215.57
1189,0,1/9/17 2:46,109
1190,0,1/9/17 3:18,312.85
1191,1,1/9/17 4:56,589.6
1192,1,1/9/17 5:14,982
1193,1,1/9/17 5:36,10.89
1194,1,1/9/17 10:39,512
1195,1,1/9/17 11:34,250.8
1196,0,1/9/17 15:01,596
1197,1,1/9/17 16:12,350.8
1198,1,1/9/17 17:05,368
1199,1,1/9/17 17:19,250
1200,0,1/9/17 17:37,535.6
1201,1,1/9/17 17:47,603.17
1202,1,1/9/17 18:33,368
1203,0,1/9/17 18:34,1008.6
1204,1,1/9/17 18:38,188
1205,1,1/9/17 19:03,90.1
1206,1,1/9/17 19:27,356
1207,1,1/9/17 19:46,133.7
1208,1,1/9/17 20:45,469
1209,1,1/9/17 21:00,354.93
1210,1,1/9/17 21:17,143.2
1211,1,1/9/17 21:27,182.91
1212,0,1/9/17 21:30,116.8
1213,0,1/9/17 21:49,278.2
1214,0,1/9/17 22:41,174.33
1215,1,1/10/17 0:13,496.48
1216,1,1/10/17 1:57,595.4
1217,0,1/10/17 2:35,168
1218,0,1/10/17 2:38,896.8
1219,1,1/10/17 2:58,202
1220,1,1/10/17 3:55,293.09
1221,1,1/10/17 4:09,269.2
1222,0,1/10/17 4:42,172.02
1223,0,1/10/17 9:56,379.72
1224,0,1/10/17 10:46,466
1225,1,1/10/17 13:35,248
1226,0,1/10/17 13:44,10
1227,1,1/10/17 13:55,248
1228,0,1/10/17 14:28,166
1229,1,1/10/17 14:51,124
1230,1,1/10/17 16:10,285.4
1231,1,1/10/17 16:28,504
1232,0,1/10/17 16:49,256
1233,1,1/10/17 17:23,20
1234,1,1/10/17 17:26,226.46
1235,0,1/10/17 17:39,494
1236,0,1/10/17 18:12,270.01
1237,1,1/10/17 18:12,358.8
1238,0,1/10/17 18:20,248
1239,0,1/10/17 18:31,346
1240,0,1/10/17 18:34,224.2
1241,1,1/10/17 18:49,1072
1242,1,1/10/17 19:23,1530
1243,0,1/10/17 19:31,434
1244,1,1/10/17 19:38,84
1245,0,1/10/17 19:41,263.7
1246,0,1/10/17 19:48,1871.92
1247,1,1/10/17 20:06,693.35
1248,0,1/10/17 20:09,10
1249,0,1/10/17 20:26,179.2
1250,1,1/10/17 20:39,497.37
1251,0,1/10/17 20:41,183
1167,1,1/10/17 21:08,208
1252,0,1/10/17 21:09,384.33
1253,1,1/10/17 21:27,10
1254,0,1/10/17 21:47,98.5
1255,1,1/10/17 21:51,182.91
1256,1,1/10/17 21:56,309.2
1069,1,1/10/17 22:17,258
1257,1,1/10/17 22:29,108
1258,0,1/10/17 22:38,426.8
1259,1,1/10/17 22:43,603.17
1260,1,1/10/17 22:43,161.2
1261,0,1/10/17 22:48,517.02
1262,0,1/10/17 23:14,10.89
1263,0,1/10/17 23:17,264.89
1264,1,1/10/17 23:50,782.61
1265,0,1/10/17 23:58,397.51
1266,1,1/11/17 1:16,237
1267,1,1/11/17 1:18,243.8
1268,0,1/11/17 1:44,1004
1269,1,1/11/17 1:49,278
1270,0,1/11/17 2:26,100
1271,1,1/11/17 3:03,138
1272,0,1/11/17 4:31,258
1273,0,1/11/17 4:33,436
1274,1,1/11/17 4:35,282.22
1275,1,1/11/17 5:14,152.2
1276,1,1/11/17 6:45,198
1277,0,1/11/17 11:07,162.8
1278,0,1/11/17 12:02,424.4
1279,0,1/11/17 14:13,10
1280,0,1/11/17 14:15,149
1281,1,1/11/17 14:19,664
1165,1,1/11/17 14:50,208
1282,0,1/11/17 14:57,225.94
1283,0,1/11/17 15:01,476
1284,1,1/11/17 15:03,215.57
1285,1,1/11/17 15:38,490.81
1286,0,1/11/17 15:39,224.2
1287,0,1/11/17 15:45,670
1288,1,1/11/17 17:54,204.69
1289,1,1/11/17 17:59,169
1290,1,1/11/17 18:15,168
1291,1,1/11/17 18:59,315.3
1292,1,1/11/17 19:47,258
1293,1,1/11/17 20:25,122.8
1294,1,1/11/17 20:40,692
1295,1,1/11/17 21:44,150
1101,1,1/11/17 22:02,176
1296,0,1/11/17 22:39,170.8
1147,0,1/11/17 22:43,490.81
1297,1,1/12/17 0:05,734
1180,0,1/12/17 1:20,112.32
1298,1,1/12/17 1:36,898.93
1034,1,1/12/17 2:05,226
1299,0,1/12/17 3:39,10.89
1300,1,1/12/17 4:34,168
1301,0,1/12/17 4:47,156
1302,1,1/12/17 4:47,203.5
1303,1,1/12/17 4:57,740.6
1304,1,1/12/17 5:19,10
1305,0,1/12/17 7:19,704
1306,1,1/12/17 12:53,376.71
1307,1,1/12/17 13:38,10.74
1054,1,1/12/17 14:22,10
1308,1,1/12/17 14:29,622
1309,0,1/12/17 14:58,366.4
1310,1,1/12/17 15:19,426.25
1311,1,1/12/17 15:39,233.2
1312,1,1/12/17 16:23,1562.5
1313,1,1/12/17 16:27,774
1193,1,1/12/17 16:38,291.79
1314,1,1/12/17 16:45,269.25
1315,1,1/12/17 16:45,215.57
1316,0,1/12/17 17:02,10
1317,0,1/12/17 17:43,248
1318,0,1/12/17 17:43,195.52
1319,0,1/12/17 18:16,244.1
1320,0,1/12/17 18:37,524
1321,1,1/12/17 18:39,270.01
1322,1,1/12/17 18:57,280.9
1323,1,1/12/17 19:34,258
1324,1,1/12/17 20:22,184.15
1325,0,1/12/17 20:43,10
1326,1,1/12/17 20:50,217
1327,1,1/12/17 21:57,662
1328,0,1/12/17 22:13,302.32
1329,0,1/12/17 22:53,224.2
1330,0,1/12/17 23:28,550.91
1331,1,1/12/17 23:51,268
1332,1,1/13/17 0:55,298
1333,1,1/13/17 1:01,634
1334,1,1/13/17 2:00,240.5
1335,1,1/13/17 2:49,10
1336,1,1/13/17 3:03,476
1337,1,1/13/17 3:13,1208.51
1338,0,1/13/17 3:13,206.8
1339,1,1/13/17 3:13,109
1340,1,1/13/17 3:15,648.8
1338,0,1/13/17 3:15,94
1341,0,1/13/17 3:17,268
1342,0,1/13/17 3:17,280.9
1263,0,1/13/17 3:33,359.45
1074,1,1/13/17 4:00,198
1343,0,1/13/17 4:14,313.56
1344,1,1/13/17 4:52,150
1345,0,1/13/17 6:25,598.5
1346,1,1/13/17 7:08,724
1347,1,1/13/17 7:35,590.58
1348,1,1/13/17 11:31,1698.8
1349,1,1/13/17 14:34,250
1350,1,1/13/17 15:08,612.65
1209,1,1/13/17 15:38,387.6
1351,0,1/13/17 16:08,10
1352,0,1/13/17 16:16,890
1353,0,1/13/17 17:03,150
1354,1,1/13/17 17:19,471.5
1355,0,1/13/17 17:20,302.89
1356,1,1/13/17 17:40,305.2
1357,1,1/13/17 18:49,318
1358,0,1/13/17 18:54,186
1155,0,1/13/17 19:31,456
1135,0,1/13/17 19:31,226
1134,1,1/13/17 19:47,178
1359,0,1/13/17 20:34,134
1360,1,1/13/17 20:41,10
1361,0,1/13/17 20:41,639
1362,0,1/13/17 20:43,238.42
1363,1,1/13/17 20:50,226
1364,1,1/13/17 20:59,446
1365,1,1/13/17 21:02,411.8
1366,1,1/13/17 21:04,10.89
1367,0,1/13/17 21:09,10
1368,1,1/13/17 21:41,98.2
1369,0,1/13/17 22:36,215.57
1370,0,1/13/17 22:52,194.6
1371,1,1/13/17 22:59,463.92
1372,1,1/13/17 23:12,1030
1373,1,1/13/17 23:12,288
1374,0,1/13/17 23:21,560.7
1375,1,1/13/17 23:36,298
1376,0,1/13/17 23:53,248
1377,1,1/14/17 0:17,10.89
1378,0,1/14/17 0:51,302.67
1058,0,1/14/17 0:56,457.5
1379,0,1/14/17 1:04,168
1380,0,1/14/17 2:00,319.6
1285,1,1/14/17 2:25,133.7
1381,0,1/14/17 2:40,198
1382,1,1/14/17 3:14,154.72
1383,0,1/14/17 3:34,180.81
1384,1,1/14/17 3:59,314
1192,1,1/14/17 5:08,840
1385,0,1/14/17 9:21,594
1386,1,1/14/17 12:43,510
1387,1,1/14/17 15:40,1004
1107,0,1/14/17 15:58,540.02
1388,0,1/14/17 16:13,258
1389,1,1/14/17 16:18,409.37
1390,1,1/14/17 18:45,150
1391,1,1/14/17 19:07,292.8
1392,1,1/14/17 19:11,111.52
1393,0,1/14/17 19:18,503.4
1394,0,1/14/17 21:09,316
1395,0,1/14/17 21:25,270.01
1396,0,1/14/17 21:34,882
1397,1,1/14/17 21:44,10
1398,1,1/14/17 21:46,10.89
1399,0,1/14/17 22:09,350.2
1186,0,1/14/17 22:21,494
1400,1,1/14/17 22:32,258
1401,0,1/14/17 22:32,10
1402,1,1/14/17 22:41,298
1279,0,1/14/17 23:07,168
1403,1,1/15/17 0:06,268
1403,1,1/15/17 0:24,0
1404,1,1/15/17 1:19,164.5
1405,0,1/15/17 1:30,401.5
1406,1,1/15/17 1:48,160.12
1407,0,1/15/17 3:23,233.2
1408,1,1/15/17 3:29,188.2
1409,0,1/15/17 3:59,265.3
1410,0,1/15/17 14:19,283.6
1411,0,1/15/17 15:48,182.8
1412,0,1/15/17 15:57,278.2
1413,0,1/15/17 17:54,10
1164,0,1/15/17 17:56,338
1414,0,1/15/17 18:41,139
1415,1,1/15/17 20:29,270.01
1416,1,1/15/17 20:40,517.06
1417,1,1/15/17 21:05,100
1418,1,1/15/17 21:11,1856
1419,1,1/15/17 21:53,444.8
1420,0,1/15/17 22:28,404
1154,0,1/15/17 23:01,91.52
1421,0,1/15/17 23:09,604
1422,0,1/15/17 23:20,228
1423,1,1/15/17 23:33,64
1424,1,1/16/17 0:03,168
1425,0,1/16/17 0:24,519.8
1426,1,1/16/17 0:31,446
1427,0,1/16/17 1:39,170.8
1428,0,1/16/17 1:52,298
1429,1,1/16/17 2:34,118.89
1430,1,1/16/17 2:39,364
1431,1,1/16/17 2:54,308
1432,1,1/16/17 2:58,10
1433,0,1/16/17 3:22,522
1434,1,1/16/17 4:17,146
1435,0,1/16/17 5:52,198
1436,0,1/16/17 11:29,324.91
1437,0,1/16/17 14:27,1117
1438,0,1/16/17 16:47,407
1439,0,1/16/17 16:55,124
1440,0,1/16/17 17:23,10
1441,0,1/16/17 17:29,376
1441,0,1/16/17 17:35,348.8
1442,0,1/16/17 18:25,10
1443,0,1/16/17 18:27,179.2
1444,0,1/16/17 18:54,260.2
1445,0,1/16/17 18:56,206
1446,1,1/16/17 19:06,659.8
1447,1,1/16/17 19:27,436
1448,1,1/16/17 19:48,10
1449,1,1/16/17 19:52,168
1450,0,1/16/17 20:05,326
1451,1,1/16/17 20:06,229.6
1452,0,1/16/17 20:16,438.11
1453,1,1/16/17 20:18,528.4
1454,0,1/16/17 21:03,112.6
1300,1,1/16/17 21:13,274
1455,0,1/16/17 21:14,98
1456,0,1/16/17 21:44,1000
1457,1,1/16/17 21:51,215.57
1458,1,1/16/17 22:00,208
1257,1,1/16/17 22:19,98
1459,0,1/16/17 23:04,10.89
1460,1,1/16/17 23:31,458.2
1461,1,1/16/17 23:51,281.25
1462,0,1/17/17 0:01,320.8
1463,0,1/17/17 0:35,144
1464,0,1/17/17 0:50,208
1465,0,1/17/17 1:03,168
1466,1,1/17/17 1:06,589
1467,0,1/17/17 1:08,253.9
1468,1,1/17/17 1:53,10
1469,0,1/17/17 1:59,10
1470,0,1/17/17 2:00,387.6
1471,1,1/17/17 2:34,354
1472,0,1/17/17 3:39,98.5
1473,0,1/17/17 3:45,1187.28
1474,1,1/17/17 3:57,852
1475,0,1/17/17 4:00,1629.5
1476,1,1/17/17 4:46,208
1477,0,1/17/17 4:49,336
1076,0,1/17/17 7:43,178
1478,0,1/17/17 11:12,496.4
1479,0,1/17/17 12:35,258
1480,1,1/17/17 14:06,280.25
1481,1,1/17/17 15:31,268
1482,1,1/17/17 17:07,263
1483,1,1/17/17 17:44,288
1076,0,1/17/17 17:49,366
1484,0,1/17/17 17:59,117.1
1485,1,1/17/17 18:18,269.2
1486,1,1/17/17 18:41,10
1487,0,1/17/17 19:33,198
1488,0,1/17/17 21:07,198
1489,0,1/17/17 21:22,10.89
1203,0,1/17/17 21:58,226
1490,1,1/17/17 22:15,291.79
1491,1,1/18/17 1:06,168
1492,0,1/18/17 1:33,516.5
1413,0,1/18/17 1:39,268
1493,0,1/18/17 1:42,168
1494,0,1/18/17 2:10,463.81
1494,0,1/18/17 2:12,463.81
1495,1,1/18/17 2:14,312.4
1496,0,1/18/17 2:31,176
1497,0,1/18/17 3:21,269.2
1498,0,1/18/17 3:26,149
1101,1,1/18/17 3:31,108
1047,1,1/18/17 3:46,210.67
1499,0,1/18/17 5:47,258
1500,1,1/18/17 12:28,204.69
1501,0,1/18/17 13:20,89.2
1502,0,1/18/17 13:30,698.98
1503,0,1/18/17 14:24,388
1250,1,1/18/17 15:10,196
1504,1,1/18/17 15:20,248
1505,0,1/18/17 15:53,268
1506,0,1/18/17 16:42,270.01
1507,0,1/18/17 16:49,845.76
1508,1,1/18/17 17:07,614
1509,0,1/18/17 19:04,129
1510,0,1/18/17 19:25,205.52
1511,1,1/18/17 20:04,753
1512,1,1/18/17 20:28,248
1513,1,1/18/17 21:04,138
1514,1,1/18/17 21:15,78
1515,1,1/18/17 22:21,10
1516,0,1/18/17 22:36,188.2
1517,0,1/18/17 22:39,182.91
1518,0,1/18/17 22:45,431.17
1519,0,1/18/17 23:06,188.5
1520,0,1/18/17 23:20,1075.5
1520,0,1/18/17 23:25,168
1521,1,1/18/17 23:46,10
1522,1,1/19/17 0:26,10
1523,0,1/19/17 0:34,294.8
1524,0,1/19/17 0:57,143.65
1525,0,1/19/17 1:05,148.8
1526,1,1/19/17 2:22,118
1527,0,1/19/17 2:43,208
1528,1,1/19/17 2:46,479.5
1529,1,1/19/17 3:21,892
1530,0,1/19/17 3:59,298
1531,1,1/19/17 4:14,10
1532,0,1/19/17 4:57,491
1533,0,1/19/17 5:08,328.37
1063,1,1/19/17 6:11,242
1534,0,1/19/17 8:50,293.5
1535,0,1/19/17 12:02,247.3
1536,0,1/19/17 13:48,157.6
1441,0,1/19/17 13:50,181
1537,0,1/19/17 13:52,324.45
1538,1,1/19/17 14:03,199.15
1539,0,1/19/17 14:33,188.5
1338,0,1/19/17 15:01,184.75
1540,0,1/19/17 15:01,83.5
1541,1,1/19/17 15:11,141.1
1542,0,1/19/17 15:14,137.29
1543,0,1/19/17 15:32,1461
1544,0,1/19/17 15:54,729.5
1545,0,1/19/17 16:46,224.2
1546,1,1/19/17 16:55,210.37
1547,1,1/19/17 16:57,83.5
1548,1,1/19/17 16:57,358.75
1549,1,1/19/17 17:04,277
1550,0,1/19/17 17:05,388
1551,0,1/19/17 17:39,68.5
1552,1,1/19/17 17:39,256
1553,1,1/19/17 17:45,90.1
1554,1,1/19/17 17:50,412.19
1555,0,1/19/17 18:13,83.5
1556,1,1/19/17 18:23,568.44
1557,1,1/19/17 18:24,188.5
1558,0,1/19/17 18:28,254.8
1559,1,1/19/17 18:32,146.12
1560,0,1/19/17 18:33,150
1526,1,1/19/17 18:33,164.4
1561,1,1/19/17 18:35,158.5
1562,0,1/19/17 18:38,128.5
1563,1,1/19/17 18:48,397.94
1368,1,1/19/17 18:51,94.6
1564,1,1/19/17 18:54,238
1565,1,1/19/17 18:59,371.5
1566,0,1/19/17 19:04,10
1567,0,1/19/17 19:05,139.6
1568,1,1/19/17 19:08,309.25
1569,1,1/19/17 19:20,262
1101,1,1/19/17 19:22,260
1570,1,1/19/17 19:22,379.5
1571,0,1/19/17 19:27,199.02
1572,0,1/19/17 19:32,291.79
1573,1,1/19/17 19:40,213.4
1574,1,1/19/17 19:45,335
1575,0,1/19/17 20:05,151
1576,1,1/19/17 20:05,376.71
1577,0,1/19/17 20:06,363.66
1578,1,1/19/17 20:12,256
1579,1,1/19/17 20:15,783.99
1580,0,1/19/17 20:27,203.5
1247,1,1/19/17 20:27,1450.74
1188,1,1/19/17 20:36,88
1581,0,1/19/17 20:43,359.5
1048,0,1/19/17 20:44,1267.5
1582,1,1/19/17 20:57,166
1583,1,1/19/17 21:08,187.6
1584,1,1/19/17 21:18,261.25
1585,1,1/19/17 21:28,128.5
1529,1,1/19/17 21:28,65.12
1403,1,1/19/17 21:29,143.5
1586,1,1/19/17 21:34,402.4
1587,1,1/19/17 21:38,188.87
1588,0,1/19/17 21:46,188.5
1589,0,1/19/17 22:10,364.6
1590,0,1/19/17 22:12,94.6
1591,0,1/19/17 22:15,168
1592,0,1/19/17 22:36,172
1593,1,1/19/17 22:41,350.6
1594,1,1/19/17 23:06,814.8
1595,0,1/19/17 23:28,692.45
1596,0,1/19/17 23:51,232
1597,0,1/20/17 0:23,91.75
1598,1,1/20/17 0:26,316.5
1598,1,1/20/17 0:32,126.1
1599,0,1/20/17 1:07,142
1600,1,1/20/17 1:18,231.44
1340,1,1/20/17 1:20,298
1601,1,1/20/17 1:45,453.06
1602,0,1/20/17 1:48,280
1603,1,1/20/17 1:59,391.37
1604,0,1/20/17 2:02,208
1605,1,1/20/17 2:10,344.5
1606,0,1/20/17 2:34,220.75
1607,0,1/20/17 2:39,156.89
1608,0,1/20/17 3:05,317.48
1609,0,1/20/17 3:12,229.73
1424,1,1/20/17 3:27,151
1610,1,1/20/17 3:30,161.6
1611,1,1/20/17 3:49,532.8
1612,1,1/20/17 4:30,151
1613,1,1/20/17 5:06,322
1614,0,1/20/17 5:34,166
1615,0,1/20/17 5:52,272
1003,1,1/20/17 5:56,425.5
1616,1,1/20/17 6:13,357.1
1617,0,1/20/17 7:42,715.97
1618,0,1/20/17 10:41,450.5
1619,0,1/20/17 11:47,480.2
1620,1,1/20/17 12:01,131.5
1621,1,1/20/17 13:17,251.15
1622,0,1/20/17 13:36,110
1382,1,1/20/17 14:05,130.6
1623,1,1/20/17 14:30,456.07
1624,1,1/20/17 14:43,270.55
1625,0,1/20/17 14:45,338
1043,1,1/20/17 14:59,76.37
1626,0,1/20/17 15:13,99.1
1627,1,1/20/17 15:42,103
1628,0,1/20/17 15:56,106.75
1629,0,1/20/17 15:59,130.6
1630,1,1/20/17 16:01,469
1631,1,1/20/17 16:04,1372.97
1632,0,1/20/17 16:27,506.5
1633,0,1/20/17 16:45,207.25
1634,0,1/20/17 16:52,65.12
1635,0,1/20/17 16:56,322
1636,1,1/20/17 16:59,248
1637,1,1/20/17 17:00,158.5
1255,1,1/20/17 17:06,99.1
1638,1,1/20/17 17:09,158.5
1639,1,1/20/17 17:29,242.72
1456,0,1/20/17 17:48,1000
1640,1,1/20/17 17:49,385.37
1641,1,1/20/17 17:53,151.99
1167,1,1/20/17 17:54,228.1
1194,1,1/20/17 18:07,483
1642,0,1/20/17 18:07,83.5
1643,1,1/20/17 18:09,177.62
1644,0,1/20/17 18:13,506
1645,1,1/20/17 18:33,157
1091,0,1/20/17 18:36,268
1646,1,1/20/17 18:36,226
1647,0,1/20/17 18:57,246.06
1648,1,1/20/17 19:15,597.9
1649,0,1/20/17 19:17,28
1650,1,1/20/17 19:20,100
1651,1,1/20/17 19:25,157
1652,1,1/20/17 19:32,188.9
1653,0,1/20/17 19:44,359.5
1654,1,1/20/17 19:48,155.12
1655,1,1/20/17 20:00,447.54
1656,1,1/20/17 20:07,196.87
1657,0,1/20/17 20:28,239.87
1658,0,1/20/17 20:32,270.01
1659,1,1/20/17 20:33,181
1660,1,1/20/17 20:33,696.95
1661,0,1/20/17 20:46,143.5
1662,1,1/20/17 20:59,302.35
1663,1,1/20/17 21:05,218.5
1664,0,1/20/17 21:22,76
1665,1,1/20/17 21:25,147.09
1214,0,1/20/17 21:47,226.46
1666,1,1/20/17 21:50,277
1667,0,1/20/17 21:58,331.6
1668,1,1/20/17 22:01,258
1669,0,1/20/17 22:02,276.1
1670,0,1/20/17 22:05,544
1671,0,1/20/17 22:30,139.6
1672,0,1/20/17 22:39,718.23
1673,0,1/20/17 22:53,321.99
1523,0,1/20/17 23:24,155.12
1674,0,1/20/17 23:49,1598.83
1675,1,1/20/17 23:52,470.34
1676,0,1/21/17 0:43,198.62
1677,0,1/21/17 1:42,293.5
1678,0,1/21/17 2:20,298
1666,1,1/21/17 2:20,188.2
1498,0,1/21/17 2:42,73
1679,0,1/21/17 2:48,389.5
1680,0,1/21/17 2:59,1165.88
1681,0,1/21/17 3:21,304.97
1682,0,1/21/17 3:48,350.5
1683,1,1/21/17 4:32,146
1684,0,1/21/17 4:40,546.68
1685,0,1/21/17 6:04,807.8
1686,1,1/21/17 6:10,256
1687,0,1/21/17 6:33,161.2
1688,0,1/21/17 8:38,273.47
1689,0,1/21/17 9:13,882
1690,1,1/21/17 12:08,198.5
1691,1,1/21/17 14:55,917.6
1692,0,1/21/17 15:20,335.34
1693,1,1/21/17 16:23,165.25
1694,1,1/21/17 16:28,121.6
1204,1,1/21/17 16:34,359.5
1116,0,1/21/17 16:36,128.5
1695,1,1/21/17 17:16,256
1696,1,1/21/17 18:12,492.85
